ticker,strategy,regime,trades,win_rate,total_pnl,avg_pnl,pf,max_dd,avg_holding,score
PWR,S1,bear_mid_vol,2,0.0,-9.1,-4.55,0.0,8.99,4.5,0.0
PWR,S1,bull_low_vol,39,30.77,-1.8,-0.046,0.969,18.97,7.7,6.05
PWR,S1,bull_mid_vol,21,57.14,58.17,2.77,3.059,10.13,12.3,14.019
PWR,S1,bull_high_vol,13,23.08,-5.85,-0.45,0.729,12.29,7.1,2.628
PWR,S1,neutral_mid_vol,5,20.0,-7.03,-1.406,0.194,6.89,4.2,0.433
PWR,S1,neutral_low_vol,2,50.0,3.85,1.925,4.348,1.15,16.5,6.149
PWR,S1,neutral_high_vol,4,25.0,-0.29,-0.073,0.966,8.48,6.8,1.933
PWR,S2,bear_high_vol,8,62.5,23.92,2.99,3.426,6.16,8.9,9.69
PWR,S2,bear_mid_vol,7,71.43,15.17,2.167,3.176,5.56,5.6,8.404
PWR,S2,neutral_mid_vol,1,0.0,-5.95,-5.95,0.0,5.95,9.0,0.0
PWR,S2,neutral_low_vol,1,100.0,7.87,7.87,inf,0.0,8.0,inf
PWR,S2,bull_low_vol,47,51.06,2.13,0.045,1.026,22.76,7.0,7.034
PWR,S2,neutral_high_vol,11,90.91,49.16,4.469,22.374,2.3,5.0,74.206
PWR,S2,bull_mid_vol,20,60.0,-10.6,-0.53,0.769,26.66,7.7,3.44
PWR,S2,bull_high_vol,10,60.0,14.36,1.436,3.254,3.09,4.2,10.291
PYPL,S1,bear_high_vol,7,85.71,34.98,4.997,4.168,11.04,12.9,11.029
PYPL,S1,neutral_high_vol,5,20.0,-13.94,-2.788,0.207,13.46,6.8,0.462
PYPL,S1,bull_high_vol,7,42.86,-0.98,-0.14,0.936,8.56,10.0,2.476
PYPL,S1,bull_mid_vol,15,20.0,-29.59,-1.973,0.349,29.51,5.8,1.35
PYPL,S1,bull_low_vol,19,36.84,-9.01,-0.474,0.764,30.63,8.8,3.33
PYPL,S1,neutral_mid_vol,3,66.67,3.77,1.257,2.654,2.28,10.7,4.596
PYPL,S1,bear_mid_vol,1,100.0,1.31,1.31,inf,0.0,13.0,inf
PYPL,S2,bear_high_vol,14,64.29,32.56,2.326,1.971,26.15,6.1,7.375
PYPL,S2,bull_low_vol,21,33.33,-29.97,-1.427,0.433,29.5,7.0,1.984
PYPL,S2,bull_mid_vol,25,40.0,-29.2,-1.168,0.457,31.46,6.6,2.287
PYPL,S2,bull_high_vol,12,75.0,-16.99,-1.416,0.654,33.0,8.3,2.266
PYPL,S2,neutral_high_vol,5,40.0,-12.95,-2.59,0.506,23.8,6.4,1.132
PYPL,S2,neutral_mid_vol,2,100.0,10.4,5.2,inf,0.0,6.0,inf
QCOM,S1,bear_high_vol,8,50.0,-5.61,-0.701,0.576,12.66,7.4,1.629
QCOM,S1,bear_mid_vol,4,25.0,-4.34,-1.085,0.489,5.17,5.0,0.978
QCOM,S1,bull_low_vol,41,34.15,-13.41,-0.327,0.813,22.69,8.3,5.205
QCOM,S1,bear_low_vol,1,100.0,9.3,9.3,inf,0.0,19.0,inf
QCOM,S1,neutral_mid_vol,5,60.0,4.78,0.956,5.928,0.54,8.2,13.255
QCOM,S1,bull_mid_vol,21,52.38,64.6,3.076,4.407,5.36,9.5,20.196
QCOM,S1,bull_high_vol,9,44.44,-1.46,-0.162,0.928,11.73,8.9,2.783
QCOM,S1,neutral_high_vol,2,0.0,-9.38,-4.69,0.0,9.19,3.5,0.0
QCOM,S2,neutral_low_vol,1,100.0,5.05,5.05,inf,0.0,3.0,inf
QCOM,S2,bull_low_vol,49,57.14,20.15,0.411,1.291,13.86,6.3,9.04
QCOM,S2,neutral_mid_vol,8,50.0,-9.36,-1.17,0.625,16.22,8.9,1.768
QCOM,S2,bull_high_vol,13,53.85,7.82,0.602,1.299,11.63,6.9,4.685
QCOM,S2,bear_mid_vol,5,40.0,0.43,0.086,1.039,8.69,2.6,2.323
QCOM,S2,bear_high_vol,22,63.64,37.33,1.697,3.07,5.03,4.1,14.402
QCOM,S2,bull_mid_vol,25,60.0,18.68,0.747,1.427,16.44,5.3,7.133
QCOM,S2,neutral_high_vol,9,44.44,-9.57,-1.063,0.726,22.24,7.3,2.179
QGEN,S1,bear_mid_vol,1,0.0,-0.68,-0.68,0.0,0.68,9.0,0.0
QGEN,S1,bull_low_vol,34,47.06,18.85,0.554,1.517,10.48,9.2,8.846
QGEN,S1,neutral_low_vol,2,0.0,-6.19,-3.095,0.0,6.11,5.5,0.0
QGEN,S1,bear_high_vol,8,37.5,-11.67,-1.459,0.202,12.64,6.6,0.572
QGEN,S1,neutral_mid_vol,4,50.0,7.06,1.765,10.169,0.55,8.0,20.338
QGEN,S1,bull_mid_vol,18,38.89,23.98,1.332,1.927,11.67,10.3,8.174
QGEN,S1,bull_high_vol,9,66.67,30.29,3.366,10.74,1.71,13.2,32.219
QGEN,S1,neutral_high_vol,4,25.0,-3.13,-0.782,0.698,10.1,10.2,1.396
QGEN,S2,bear_high_vol,17,64.71,22.21,1.306,2.059,9.44,7.2,8.488
QGEN,S2,bear_mid_vol,4,75.0,10.81,2.703,6.075,2.13,4.5,12.15
QGEN,S2,bull_low_vol,53,64.15,31.43,0.593,1.574,28.42,6.1,11.459
QGEN,S2,neutral_mid_vol,4,100.0,10.54,2.635,inf,0.0,4.8,inf
QGEN,S2,bull_high_vol,9,55.56,2.19,0.243,1.211,7.77,6.8,3.632
QGEN,S2,neutral_low_vol,3,33.33,2.8,0.933,1.651,4.26,2.0,2.86
QGEN,S2,bull_mid_vol,26,65.38,-8.56,-0.329,0.862,34.06,8.2,4.398
QGEN,S2,neutral_high_vol,5,80.0,15.89,3.178,59.852,0.27,5.8,133.833
QRVO,S1,bull_mid_vol,8,50.0,3.77,0.471,1.263,5.6,9.4,3.572
QRVO,S1,bull_low_vol,17,47.06,18.48,1.087,1.528,21.18,9.3,6.298
QRVO,S1,neutral_high_vol,4,0.0,-20.75,-5.187,0.0,19.39,3.5,0.0
QRVO,S1,neutral_mid_vol,4,0.0,-11.89,-2.973,0.0,11.41,6.0,0.0
QRVO,S1,bear_high_vol,5,40.0,-6.44,-1.288,0.552,13.69,5.6,1.233
QRVO,S1,bull_high_vol,8,25.0,-18.68,-2.335,0.223,20.29,6.9,0.632
QRVO,S1,bear_mid_vol,1,0.0,-0.04,-0.04,0.0,0.04,3.0,0.0
QRVO,S2,bull_mid_vol,26,42.31,-38.13,-1.467,0.583,44.65,8.0,2.971
QRVO,S2,bull_low_vol,27,59.26,15.04,0.557,1.302,27.94,5.4,6.767
QRVO,S2,neutral_high_vol,10,60.0,28.0,2.8,2.558,15.37,6.7,8.09
QRVO,S2,bear_high_vol,20,55.0,1.68,0.084,1.046,12.75,4.8,4.678
QRVO,S2,neutral_low_vol,1,0.0,-1.31,-1.31,0.0,1.31,1.0,0.0
QRVO,S2,bull_high_vol,10,70.0,39.2,3.92,4.272,5.55,5.5,13.51
QRVO,S2,bear_mid_vol,2,100.0,7.32,3.66,inf,0.0,2.5,inf
QRVO,S2,neutral_mid_vol,5,40.0,-2.02,-0.404,0.704,6.68,3.6,1.575
QSR,S1,bull_mid_vol,22,27.27,-18.67,-0.849,0.427,21.45,6.2,2.005
QSR,S1,neutral_high_vol,4,25.0,-5.88,-1.47,0.16,5.82,7.0,0.32
QSR,S1,bear_high_vol,9,77.78,23.92,2.658,3.394,7.63,11.2,10.183
QSR,S1,neutral_low_vol,1,0.0,-3.83,-3.83,0.0,3.83,2.0,0.0
QSR,S1,bull_low_vol,14,42.86,2.88,0.206,1.215,5.92,8.1,4.547
QSR,S1,bull_high_vol,8,25.0,-5.57,-0.696,0.516,9.72,6.4,1.46
QSR,S1,neutral_mid_vol,2,50.0,-1.31,-0.655,0.679,4.08,10.5,0.96
QSR,S2,bull_mid_vol,29,48.28,8.3,0.286,1.29,14.74,6.1,6.949
QSR,S2,bull_low_vol,30,50.0,4.14,0.138,1.131,10.97,5.3,6.194
QSR,S2,neutral_high_vol,9,55.56,-23.91,-2.657,0.322,30.73,7.3,0.966
QSR,S2,bear_high_vol,14,57.14,19.88,1.42,1.761,10.35,5.3,6.587
QSR,S2,bear_mid_vol,2,50.0,3.13,1.565,6.131,0.61,3.0,8.671
QSR,S2,neutral_mid_vol,2,100.0,5.7,2.85,inf,0.0,6.5,inf
QSR,S2,bull_high_vol,9,55.56,17.15,1.906,3.882,4.8,5.0,11.647
QXO,S1,bull_mid_vol,16,50.0,142.94,8.934,3.172,40.77,5.6,12.689
QXO,S1,bull_low_vol,23,34.78,14.19,0.617,1.094,54.23,4.6,5.248
QXO,S1,bull_high_vol,4,0.0,-35.92,-8.98,0.0,31.52,5.0,0.0
QXO,S1,bear_high_vol,4,50.0,62.09,15.522,8.048,5.72,10.0,16.095
QXO,S1,neutral_high_vol,2,50.0,-1.58,-0.79,0.727,5.78,5.0,1.028
QXO,S1,neutral_mid_vol,1,0.0,-5.6,-5.6,0.0,5.6,5.0,0.0
QXO,S2,bull_mid_vol,32,40.62,-25.06,-0.783,0.826,56.3,8.2,4.672
QXO,S2,bull_low_vol,40,37.5,37.9,0.947,1.147,79.53,5.7,7.257
QXO,S2,bull_high_vol,15,53.33,45.8,3.053,1.604,56.52,5.3,6.213
QXO,S2,neutral_high_vol,13,15.38,-69.83,-5.372,0.355,65.52,8.0,1.278
QXO,S2,neutral_mid_vol,4,25.0,-0.51,-0.127,0.896,4.87,9.0,1.793
QXO,S2,bear_high_vol,16,62.5,36.5,2.281,1.988,16.06,6.9,7.951
R,S1,bear_high_vol,11,36.36,-9.26,-0.842,0.707,18.45,6.9,2.346
R,S1,bear_mid_vol,3,33.33,-10.34,-3.447,0.405,16.69,8.0,0.702
R,S1,bull_low_vol,37,43.24,59.6,1.611,2.122,15.36,9.8,12.905
R,S1,neutral_low_vol,3,100.0,7.59,2.53,inf,0.0,8.3,inf
R,S1,neutral_mid_vol,1,100.0,1.26,1.26,inf,0.0,6.0,inf
R,S1,bull_mid_vol,19,31.58,-35.97,-1.893,0.224,34.46,7.7,0.978
R,S1,bull_high_vol,12,50.0,1.16,0.097,1.049,16.86,8.4,3.633
R,S1,neutral_high_vol,5,20.0,-5.05,-1.01,0.604,9.31,7.2,1.35
R,S2,bear_high_vol,16,56.25,30.94,1.934,2.255,11.52,7.2,9.021
R,S2,bear_mid_vol,5,40.0,4.7,0.94,1.553,8.28,6.4,3.472
R,S2,neutral_low_vol,1,100.0,12.46,12.46,inf,0.0,7.0,inf
R,S2,bull_low_vol,33,48.48,-9.03,-0.274,0.891,36.53,7.3,5.12
R,S2,bear_low_vol,1,100.0,9.57,9.57,inf,0.0,7.0,inf
R,S2,neutral_high_vol,10,60.0,-22.45,-2.245,0.523,32.91,6.4,1.654
R,S2,bull_mid_vol,22,68.18,-0.44,-0.02,0.99,29.33,7.2,4.642
R,S2,neutral_mid_vol,6,66.67,6.53,1.088,1.43,8.53,4.7,3.502
R,S2,bull_high_vol,13,69.23,5.19,0.399,1.279,9.85,7.3,4.612
RARE,S1,bull_low_vol,22,27.27,-63.39,-2.881,0.372,51.77,6.3,1.744
RARE,S1,bull_mid_vol,12,41.67,0.52,0.043,1.023,15.56,6.3,3.542
RARE,S1,bull_high_vol,11,36.36,20.17,1.834,1.582,15.08,9.7,5.246
RARE,S1,bear_high_vol,6,33.33,-7.76,-1.293,0.765,17.54,9.5,1.874
RARE,S1,neutral_high_vol,4,25.0,-21.62,-5.405,0.037,20.89,6.5,0.074
RARE,S1,neutral_mid_vol,3,33.33,7.0,2.333,3.632,2.13,6.7,6.29
RARE,S2,bull_mid_vol,29,48.28,-4.24,-0.146,0.956,40.87,6.5,5.147
RARE,S2,bull_low_vol,42,40.48,-18.76,-0.447,0.862,54.7,6.7,5.588
RARE,S2,neutral_mid_vol,3,33.33,-17.34,-5.78,0.159,19.63,9.3,0.276
RARE,S2,bull_high_vol,17,35.29,-65.34,-3.844,0.321,59.41,6.1,1.323
RARE,S2,neutral_high_vol,10,50.0,-6.36,-0.636,0.851,32.49,4.0,2.691
RARE,S2,bear_high_vol,17,29.41,-46.59,-2.741,0.409,43.98,6.4,1.684
RARE,S2,bear_mid_vol,1,0.0,-7.22,-7.22,0.0,7.22,18.0,0.0
RBA,S1,bear_high_vol,9,66.67,24.65,2.739,3.45,6.7,11.0,10.351
RBA,S1,bear_mid_vol,3,33.33,-1.79,-0.597,0.367,2.81,5.0,0.637
RBA,S1,bull_low_vol,45,33.33,4.45,0.099,1.056,25.89,8.8,7.087
RBA,S1,bear_low_vol,1,0.0,-1.42,-1.42,0.0,1.42,4.0,0.0
RBA,S1,neutral_low_vol,1,0.0,-0.34,-0.34,0.0,0.34,11.0,0.0
RBA,S1,bull_mid_vol,16,37.5,-23.07,-1.442,0.323,21.36,7.8,1.291
RBA,S1,bull_high_vol,13,53.85,46.47,3.575,4.697,6.29,10.5,16.935
RBA,S1,neutral_high_vol,1,100.0,11.74,11.74,inf,0.0,27.0,inf
RBA,S1,neutral_mid_vol,1,0.0,-6.64,-6.64,0.0,6.64,3.0,0.0
RBA,S2,bear_high_vol,17,58.82,11.44,0.673,1.372,16.67,6.9,5.658
RBA,S2,bear_mid_vol,2,100.0,7.91,3.955,inf,0.0,12.0,inf
RBA,S2,bull_low_vol,42,59.52,46.8,1.114,1.852,11.13,8.3,12.002
RBA,S2,bull_mid_vol,40,52.5,4.06,0.102,1.083,28.27,5.1,6.851
RBA,S2,neutral_high_vol,10,60.0,3.48,0.348,1.152,18.07,4.7,3.643
RBA,S2,neutral_mid_vol,5,100.0,25.41,5.082,inf,0.0,8.6,inf
RBA,S2,neutral_low_vol,1,100.0,3.74,3.74,inf,0.0,5.0,inf
RBA,S2,bull_high_vol,13,69.23,7.57,0.582,1.355,15.57,6.8,4.886
RBC,S1,bear_mid_vol,2,50.0,-1.43,-0.715,0.591,3.5,8.5,0.836
RBC,S1,bull_low_vol,36,52.78,43.38,1.205,2.206,9.5,9.7,13.236
RBC,S1,bull_high_vol,7,57.14,7.8,1.114,1.552,7.43,9.4,4.107
RBC,S1,neutral_mid_vol,2,0.0,-3.8,-1.9,0.0,3.79,3.5,0.0
RBC,S1,neutral_low_vol,2,50.0,1.87,0.935,6.667,0.33,10.5,9.428
RBC,S1,bear_high_vol,7,42.86,26.29,3.756,2.743,9.72,12.7,7.258
RBC,S1,bull_mid_vol,15,46.67,2.13,0.142,1.093,11.96,8.9,4.231
RBC,S1,neutral_high_vol,4,0.0,-16.31,-4.078,0.0,15.5,6.0,0.0
RBC,S2,bear_high_vol,19,36.84,-28.39,-1.494,0.499,32.95,6.9,2.173
RBC,S2,bear_mid_vol,4,100.0,14.25,3.562,inf,0.0,5.8,inf
RBC,S2,neutral_low_vol,1,100.0,4.95,4.95,inf,0.0,3.0,inf
RBC,S2,bull_low_vol,43,58.14,74.85,1.741,4.15,5.16,5.5,27.215
RBC,S2,bull_mid_vol,20,65.0,45.03,2.252,3.832,6.66,5.7,17.138
RBC,S2,neutral_mid_vol,13,23.08,-3.81,-0.293,0.79,13.55,3.2,2.849
RBC,S2,bear_low_vol,1,100.0,6.9,6.9,inf,0.0,5.0,inf
RBC,S2,neutral_high_vol,8,50.0,-1.25,-0.156,0.907,7.11,8.1,2.565
RBC,S2,bull_high_vol,11,63.64,10.66,0.969,1.683,8.31,5.7,5.582
RCL,S1,bear_high_vol,7,57.14,1.68,0.24,1.09,11.51,9.4,2.884
RCL,S1,bear_mid_vol,6,16.67,-15.8,-2.633,0.569,32.12,8.3,1.394
RCL,S1,bull_low_vol,49,34.69,-10.47,-0.214,0.901,24.98,8.8,6.307
RCL,S1,neutral_mid_vol,4,25.0,-8.86,-2.215,0.331,8.95,6.5,0.662
RCL,S1,neutral_low_vol,2,100.0,13.28,6.64,inf,0.0,15.5,inf
RCL,S1,bull_mid_vol,26,38.46,49.68,1.911,1.928,23.78,9.3,9.832
RCL,S1,bull_high_vol,7,14.29,-1.27,-0.181,0.931,17.09,8.4,2.463
RCL,S1,neutral_high_vol,4,75.0,19.76,4.94,26.333,0.78,9.8,52.667
RCL,S2,bear_high_vol,19,57.89,-10.7,-0.563,0.893,47.79,5.9,3.894
RCL,S2,bear_mid_vol,3,100.0,30.18,10.06,inf,0.0,9.7,inf
RCL,S2,bull_low_vol,44,43.18,2.67,0.061,1.032,30.11,5.3,6.847
RCL,S2,neutral_mid_vol,9,44.44,4.1,0.456,1.161,19.94,7.1,3.484
RCL,S2,neutral_high_vol,8,50.0,-41.89,-5.236,0.441,65.62,9.6,1.246
RCL,S2,bear_low_vol,1,0.0,-5.97,-5.97,0.0,5.97,3.0,0.0
RCL,S2,bull_mid_vol,31,48.39,11.49,0.371,1.221,15.48,5.4,6.796
RCL,S2,bull_high_vol,20,30.0,18.92,0.946,1.507,18.05,4.8,6.74
REG,S1,bear_mid_vol,2,0.0,-7.15,-3.575,0.0,7.03,4.5,0.0
REG,S1,bull_low_vol,44,36.36,-6.55,-0.149,0.855,18.69,7.3,5.668
REG,S1,neutral_mid_vol,6,33.33,9.77,1.628,2.726,3.37,14.3,6.678
REG,S1,neutral_low_vol,1,100.0,3.11,3.11,inf,0.0,12.0,inf
REG,S1,bear_high_vol,8,62.5,22.16,2.77,6.756,2.07,11.5,19.108
REG,S1,bull_mid_vol,24,33.33,-7.69,-0.32,0.765,14.88,7.8,3.749
REG,S1,bull_high_vol,10,50.0,3.0,0.3,1.335,6.18,9.2,4.222
REG,S1,neutral_high_vol,2,0.0,-9.78,-4.89,0.0,9.58,5.0,0.0
REG,S2,bear_high_vol,15,66.67,18.83,1.255,1.539,20.16,6.5,5.962
REG,S2,neutral_low_vol,3,100.0,10.08,3.36,inf,0.0,6.7,inf
REG,S2,bull_low_vol,53,60.38,25.45,0.48,1.473,12.74,6.6,10.726
REG,S2,neutral_mid_vol,5,60.0,1.39,0.278,1.248,4.94,4.8,2.79
REG,S2,bull_high_vol,11,63.64,32.61,2.965,2.545,9.59,4.8,8.44
REG,S2,neutral_high_vol,10,60.0,-23.83,-2.383,0.437,36.68,5.0,1.382
REG,S2,bear_mid_vol,1,100.0,3.07,3.07,inf,0.0,5.0,inf
REG,S2,bear_low_vol,1,100.0,5.99,5.99,inf,0.0,6.0,inf
REG,S2,bull_mid_vol,25,68.0,21.85,0.874,2.205,8.33,4.6,11.026
REGN,S1,bear_mid_vol,4,0.0,-11.19,-2.797,0.0,10.8,5.5,0.0
REGN,S1,neutral_low_vol,1,0.0,-5.59,-5.59,0.0,5.59,1.0,0.0
REGN,S1,bull_low_vol,41,46.34,24.41,0.595,1.328,20.18,8.8,8.504
REGN,S1,neutral_mid_vol,5,40.0,69.4,13.88,10.9,6.89,12.6,24.373
REGN,S1,bear_high_vol,8,37.5,-7.13,-0.891,0.548,8.43,6.1,1.551
REGN,S1,bull_mid_vol,22,45.45,33.63,1.529,2.246,10.27,10.8,10.537
REGN,S1,bull_high_vol,3,66.67,7.17,2.39,3.343,3.06,12.0,5.79
REGN,S1,neutral_high_vol,2,50.0,2.77,1.385,3.328,1.19,7.0,4.706
REGN,S2,bear_high_vol,13,46.15,29.27,2.252,2.659,9.33,6.9,9.588
REGN,S2,bear_mid_vol,5,80.0,18.07,3.614,8.142,2.53,3.6,18.207
REGN,S2,bull_low_vol,46,63.04,65.63,1.427,1.78,21.35,7.0,12.074
REGN,S2,neutral_mid_vol,4,75.0,12.63,3.157,2.605,7.87,9.0,5.21
REGN,S2,bear_low_vol,1,0.0,-3.05,-3.05,0.0,3.05,1.0,0.0
REGN,S2,neutral_high_vol,5,80.0,25.02,5.004,12.637,2.15,10.2,28.258
REGN,S2,bull_mid_vol,21,52.38,16.6,0.79,1.555,13.97,7.9,7.125
REGN,S2,bull_high_vol,17,52.94,-12.99,-0.764,0.703,17.27,7.1,2.901
REXR,S1,bull_low_vol,23,34.78,-5.97,-0.26,0.775,14.45,7.1,3.717
REXR,S1,bull_high_vol,15,40.0,-2.98,-0.199,0.817,9.6,7.9,3.162
REXR,S1,bull_mid_vol,12,50.0,27.4,2.283,3.068,7.39,11.3,10.628
REXR,S1,bear_high_vol,6,50.0,11.97,1.995,2.293,4.39,13.2,5.616
REXR,S1,neutral_mid_vol,3,33.33,-1.64,-0.547,0.255,2.19,8.7,0.441
REXR,S1,neutral_high_vol,2,50.0,-2.88,-1.44,0.043,3.01,7.0,0.061
REXR,S1,neutral_low_vol,1,0.0,-0.27,-0.27,0.0,0.27,4.0,0.0
REXR,S1,bear_mid_vol,1,100.0,8.02,8.02,inf,0.0,19.0,inf
REXR,S2,bull_low_vol,31,61.29,20.26,0.654,1.684,13.93,7.0,9.375
REXR,S2,bull_high_vol,7,85.71,17.97,2.567,8.679,2.34,6.0,22.964
REXR,S2,bull_mid_vol,22,50.0,7.86,0.357,1.303,12.16,6.4,6.111
REXR,S2,neutral_high_vol,7,57.14,6.97,0.996,1.399,12.34,4.1,3.701
REXR,S2,bear_high_vol,15,46.67,-2.33,-0.155,0.915,12.23,5.8,3.542
REXR,S2,neutral_mid_vol,4,50.0,-5.43,-1.357,0.605,13.29,7.8,1.211
RF,S1,bear_mid_vol,3,0.0,-37.49,-12.497,0.0,34.44,1.3,0.0
RF,S1,bull_low_vol,41,39.02,22.33,0.545,1.357,23.61,9.3,8.688
RF,S1,neutral_mid_vol,4,50.0,20.22,5.055,5.534,4.41,13.2,11.067
RF,S1,bull_mid_vol,21,33.33,-10.9,-0.519,0.701,18.9,7.9,3.214
RF,S1,bull_high_vol,8,37.5,-8.62,-1.077,0.551,11.07,9.5,1.558
RF,S1,neutral_low_vol,2,100.0,3.74,1.87,inf,0.0,12.0,inf
RF,S1,bear_high_vol,4,75.0,3.34,0.835,1.508,6.58,13.8,3.015
RF,S1,neutral_high_vol,2,50.0,-4.41,-2.205,0.018,4.49,6.5,0.025
RF,S2,bear_high_vol,16,75.0,44.44,2.777,2.655,16.89,7.0,10.62
RF,S2,bear_mid_vol,5,100.0,49.19,9.838,inf,0.0,5.8,inf
RF,S2,neutral_low_vol,2,100.0,9.07,4.535,inf,0.0,8.0,inf
RF,S2,bull_low_vol,49,40.82,-45.94,-0.938,0.617,48.06,5.6,4.319
RF,S2,neutral_mid_vol,10,60.0,8.76,0.876,1.41,15.02,6.3,4.458
RF,S2,neutral_high_vol,13,38.46,-42.02,-3.232,0.244,43.43,7.6,0.879
RF,S2,bull_mid_vol,25,48.0,-3.38,-0.135,0.925,20.69,5.4,4.623
RF,S2,bull_high_vol,17,58.82,26.05,1.532,2.586,4.78,4.2,10.664
RGA,S1,bear_high_vol,12,33.33,-19.31,-1.609,0.341,25.37,6.7,1.18
RGA,S1,bear_mid_vol,2,0.0,-1.57,-0.785,0.0,1.57,9.0,0.0
RGA,S1,bull_low_vol,54,37.04,-7.95,-0.147,0.873,23.38,7.4,6.412
RGA,S1,neutral_low_vol,1,0.0,-2.02,-2.02,0.0,2.02,5.0,0.0
RGA,S1,neutral_mid_vol,1,100.0,1.43,1.43,inf,0.0,9.0,inf
RGA,S1,bull_mid_vol,27,37.04,-4.26,-0.158,0.879,11.33,8.4,4.566
RGA,S1,bull_high_vol,13,38.46,-7.88,-0.606,0.529,11.44,7.8,1.906
RGA,S1,neutral_high_vol,2,0.0,-4.82,-2.41,0.0,4.78,5.0,0.0
RGA,S2,bear_high_vol,15,60.0,21.65,1.443,1.892,13.93,4.1,7.326
RGA,S2,neutral_low_vol,1,100.0,1.26,1.26,inf,0.0,4.0,inf
RGA,S2,bull_low_vol,42,52.38,1.48,0.035,1.031,19.07,7.3,6.681
RGA,S2,bull_mid_vol,16,75.0,16.87,1.054,2.418,6.08,5.6,9.671
RGA,S2,neutral_mid_vol,7,42.86,8.01,1.144,2.286,2.89,7.6,6.047
RGA,S2,neutral_high_vol,11,45.45,-35.57,-3.234,0.4,46.77,8.1,1.327
RGA,S2,bear_mid_vol,2,100.0,7.96,3.98,inf,0.0,7.0,inf
RGA,S2,bull_high_vol,9,66.67,10.47,1.163,2.697,2.33,4.8,8.091
RGEN,S1,bear_high_vol,11,45.45,-5.13,-0.466,0.85,14.62,6.6,2.821
RGEN,S1,bear_mid_vol,2,0.0,-3.96,-1.98,0.0,3.93,7.0,0.0
RGEN,S1,neutral_low_vol,2,100.0,7.89,3.945,inf,0.0,14.5,inf
RGEN,S1,bull_low_vol,37,45.95,30.12,0.814,1.404,13.54,8.8,8.541
RGEN,S1,bull_mid_vol,20,35.0,15.02,0.751,1.237,29.84,9.6,5.531
RGEN,S1,bull_high_vol,12,25.0,-20.04,-1.67,0.529,23.81,10.2,1.833
RGEN,S1,neutral_high_vol,2,0.0,-13.23,-6.615,0.0,12.8,7.0,0.0
RGEN,S1,neutral_mid_vol,1,0.0,-4.89,-4.89,0.0,4.89,1.0,0.0
RGEN,S2,bear_high_vol,22,63.64,40.77,1.853,2.088,17.23,6.2,9.793
RGEN,S2,bear_mid_vol,3,33.33,3.07,1.023,2.104,2.78,4.3,3.645
RGEN,S2,bull_low_vol,53,52.83,31.07,0.586,1.256,27.59,6.3,9.143
RGEN,S2,bull_mid_vol,26,65.38,90.2,3.469,3.867,13.47,6.6,19.719
RGEN,S2,neutral_mid_vol,4,50.0,12.55,3.138,8.382,1.7,3.8,16.765
RGEN,S2,neutral_high_vol,14,50.0,6.07,0.434,1.161,25.84,3.6,4.342
RGEN,S2,neutral_low_vol,1,100.0,4.13,4.13,inf,0.0,11.0,inf
RGEN,S2,bull_high_vol,5,40.0,8.2,1.64,1.829,4.92,8.2,4.09
RGLD,S1,bear_high_vol,11,45.45,25.55,2.323,2.233,7.89,9.8,7.404
RGLD,S1,bear_mid_vol,3,33.33,-5.01,-1.67,0.02,5.08,7.3,0.034
RGLD,S1,bull_low_vol,35,37.14,16.8,0.48,1.253,26.4,9.0,7.412
RGLD,S1,bull_high_vol,13,23.08,15.11,1.162,1.347,14.26,10.7,4.857
RGLD,S1,neutral_mid_vol,4,50.0,-6.86,-1.715,0.051,7.14,3.5,0.102
RGLD,S1,bear_low_vol,1,0.0,-0.4,-0.4,0.0,0.4,2.0,0.0
RGLD,S1,bull_mid_vol,17,35.29,3.05,0.179,1.079,16.43,7.8,4.45
RGLD,S1,neutral_high_vol,1,0.0,-2.54,-2.54,0.0,2.54,3.0,0.0
RGLD,S2,bear_high_vol,17,47.06,-3.7,-0.218,0.927,25.01,6.6,3.82
RGLD,S2,bear_mid_vol,5,60.0,3.45,0.69,1.317,7.31,9.2,2.944
RGLD,S2,neutral_mid_vol,3,100.0,13.74,4.58,inf,0.0,7.3,inf
RGLD,S2,neutral_low_vol,1,100.0,8.25,8.25,inf,0.0,6.0,inf
RGLD,S2,bull_low_vol,52,53.85,46.85,0.901,1.595,20.51,6.1,11.499
RGLD,S2,bull_mid_vol,35,57.14,28.95,0.827,1.499,26.58,7.9,8.871
RGLD,S2,bull_high_vol,9,77.78,23.81,2.646,6.923,3.73,8.2,20.769
RGLD,S2,neutral_high_vol,4,75.0,18.61,4.652,4.359,5.54,5.2,8.718
RH,S1,bull_low_vol,24,54.17,141.05,5.877,3.65,22.54,11.6,17.883
RH,S1,bull_mid_vol,17,23.53,7.19,0.423,1.128,36.54,8.1,4.649
RH,S1,neutral_high_vol,1,0.0,-1.97,-1.97,0.0,1.97,4.0,0.0
RH,S1,bull_high_vol,6,83.33,40.82,6.803,9.213,4.97,18.3,22.568
RH,S1,neutral_mid_vol,1,100.0,3.48,3.48,inf,0.0,10.0,inf
RH,S1,bear_high_vol,5,20.0,-12.89,-2.578,0.678,23.88,5.2,1.516
RH,S1,bear_mid_vol,2,50.0,-2.34,-1.17,0.037,2.43,5.5,0.052
RH,S2,bull_low_vol,42,54.76,40.64,0.968,1.5,23.88,6.5,9.724
