ticker,strategy,regime,trades,win_rate,total_pnl,avg_pnl,pf,max_dd,avg_holding,score
APA,S1,neutral_low_vol,3,100.0,3.38,1.127,inf,0.0,7.0,inf
APA,S1,bull_mid_vol,16,25.0,-17.5,-1.094,0.625,31.9,6.1,2.498
APA,S1,neutral_high_vol,5,20.0,-23.9,-4.78,0.223,27.73,4.0,0.498
APA,S2,bear_high_vol,17,58.82,20.6,1.212,1.419,15.98,8.9,5.85
APA,S2,neutral_low_vol,1,100.0,0.42,0.42,inf,0.0,13.0,inf
APA,S2,bull_low_vol,66,50.0,54.56,0.827,1.567,28.11,6.1,12.729
APA,S2,bull_mid_vol,39,53.85,26.08,0.669,1.299,25.62,6.7,8.111
APA,S2,neutral_mid_vol,3,66.67,12.4,4.133,13.157,1.02,8.3,22.788
APA,S2,bear_mid_vol,2,50.0,5.27,2.635,8.027,0.75,7.0,11.351
APA,S2,neutral_high_vol,8,12.5,-88.01,-11.001,0.128,67.06,8.4,0.362
APA,S2,bull_high_vol,19,42.11,-24.47,-1.288,0.585,35.08,5.8,2.55
APD,S1,bear_high_vol,9,44.44,12.21,1.357,1.737,8.74,11.4,5.211
APD,S1,bear_mid_vol,3,33.33,-6.22,-2.073,0.149,7.18,10.3,0.258
APD,S1,bull_low_vol,47,27.66,-29.03,-0.618,0.505,30.66,7.7,3.46
APD,S1,neutral_mid_vol,2,50.0,8.92,4.46,26.486,0.35,24.0,37.456
APD,S1,neutral_low_vol,2,50.0,1.39,0.695,1.46,3.02,11.0,2.065
APD,S1,bull_mid_vol,19,31.58,2.38,0.125,1.105,14.49,9.4,4.815
APD,S1,bull_high_vol,7,42.86,6.68,0.954,2.83,3.23,12.6,7.488
APD,S1,neutral_high_vol,4,75.0,10.08,2.52,7.675,1.51,12.5,15.351
APD,S2,bear_high_vol,12,83.33,44.0,3.667,14.253,2.57,6.7,49.374
APD,S2,neutral_mid_vol,6,66.67,10.56,1.76,8.543,1.09,5.7,20.926
APD,S2,bull_low_vol,46,52.17,-10.07,-0.219,0.862,25.56,6.9,5.848
APD,S2,bull_mid_vol,25,64.0,34.22,1.369,3.084,6.38,6.2,15.42
APD,S2,bear_mid_vol,4,75.0,5.56,1.39,3.366,2.35,2.0,6.732
APD,S2,neutral_high_vol,4,50.0,15.1,3.775,3.291,6.59,8.5,6.583
APD,S2,bull_high_vol,9,44.44,-18.93,-2.103,0.455,20.1,9.1,1.365
APH,S1,bear_high_vol,9,66.67,52.65,5.85,4.886,5.69,17.9,14.657
APH,S1,bear_mid_vol,2,50.0,-1.59,-0.795,0.329,2.37,5.5,0.465
APH,S1,bull_low_vol,52,46.15,-11.09,-0.213,0.776,17.78,8.4,5.597
APH,S1,neutral_mid_vol,3,66.67,17.11,5.703,10.199,1.86,15.3,17.665
APH,S1,bear_low_vol,1,100.0,1.92,1.92,inf,0.0,12.0,inf
APH,S1,neutral_low_vol,1,100.0,0.64,0.64,inf,0.0,4.0,inf
APH,S1,neutral_high_vol,3,33.33,-4.07,-1.357,0.264,5.51,8.3,0.457
APH,S1,bull_mid_vol,27,33.33,-24.01,-0.889,0.578,23.66,9.0,3.001
APH,S1,bull_high_vol,15,40.0,-22.18,-1.479,0.352,24.66,9.7,1.362
APH,S2,bear_high_vol,16,68.75,36.6,2.287,4.754,5.25,5.2,19.015
APH,S2,neutral_low_vol,1,100.0,6.6,6.6,inf,0.0,13.0,inf
APH,S2,bull_low_vol,34,50.0,-11.89,-0.35,0.752,20.62,5.1,4.385
APH,S2,neutral_high_vol,8,75.0,15.2,1.9,2.288,9.94,6.4,6.472
APH,S2,bear_mid_vol,4,75.0,10.88,2.72,3.981,3.65,4.8,7.962
APH,S2,bull_mid_vol,22,50.0,19.25,0.875,1.657,10.57,7.2,7.772
APH,S2,neutral_mid_vol,8,75.0,27.67,3.459,41.101,0.59,5.0,116.252
APH,S2,bull_high_vol,11,45.45,-5.9,-0.536,0.731,10.38,4.8,2.426
APO,S1,bear_high_vol,11,54.55,18.16,1.651,1.977,7.24,9.8,6.557
APO,S1,neutral_mid_vol,2,50.0,-0.79,-0.395,0.796,3.87,12.0,1.126
APO,S1,bull_mid_vol,20,65.0,108.87,5.444,9.076,3.36,14.2,40.591
APO,S1,bull_low_vol,37,18.92,-30.36,-0.821,0.5,32.24,7.2,3.044
APO,S1,bull_high_vol,9,33.33,14.32,1.591,2.268,8.51,9.1,6.805
APO,S1,neutral_high_vol,1,0.0,-2.79,-2.79,0.0,2.79,12.0,0.0
APO,S1,bear_mid_vol,1,0.0,-4.27,-4.27,0.0,4.27,3.0,0.0
APO,S2,bull_low_vol,32,65.62,11.08,0.346,1.219,17.71,5.9,6.895
APO,S2,neutral_high_vol,12,41.67,-4.18,-0.348,0.898,26.3,5.4,3.112
APO,S2,bear_high_vol,14,50.0,-7.41,-0.529,0.839,24.5,8.6,3.141
APO,S2,bull_mid_vol,32,46.88,-1.46,-0.046,0.975,28.28,4.6,5.518
APO,S2,neutral_mid_vol,5,80.0,29.46,5.892,13.123,2.43,5.4,29.345
APO,S2,bull_high_vol,15,66.67,32.52,2.168,3.646,8.2,5.3,14.121
APPF,S1,bear_high_vol,5,40.0,9.12,1.824,1.688,8.47,7.8,3.775
APPF,S1,neutral_low_vol,2,0.0,-3.94,-1.97,0.0,3.9,2.5,0.0
APPF,S1,bull_low_vol,24,41.67,15.22,0.634,1.459,11.0,8.3,7.146
APPF,S1,bull_high_vol,9,33.33,5.94,0.66,1.345,11.17,8.0,4.035
APPF,S1,bull_mid_vol,15,40.0,0.86,0.057,1.025,23.95,8.5,3.969
APPF,S1,neutral_mid_vol,2,50.0,22.55,11.275,9.542,2.64,25.0,13.494
APPF,S1,bear_mid_vol,1,0.0,-3.15,-3.15,0.0,3.15,4.0,0.0
APPF,S2,bear_mid_vol,4,100.0,18.25,4.562,inf,0.0,5.5,inf
APPF,S2,neutral_mid_vol,2,50.0,2.34,1.17,1.971,2.41,8.0,2.787
APPF,S2,neutral_high_vol,5,60.0,15.4,3.08,3.166,5.52,4.2,7.079
APPF,S2,bear_high_vol,11,45.45,29.07,2.643,2.207,9.64,5.1,7.319
APPF,S2,bull_low_vol,18,50.0,-22.36,-1.242,0.657,33.95,7.9,2.787
APPF,S2,bull_high_vol,10,70.0,29.94,2.994,5.585,4.16,6.2,17.661
APPF,S2,bull_mid_vol,18,61.11,13.38,0.743,1.408,14.4,5.9,5.974
APTV,S1,bull_low_vol,33,33.33,-22.64,-0.686,0.616,35.87,7.6,3.539
APTV,S1,bull_mid_vol,19,36.84,-3.04,-0.16,0.885,11.21,9.5,3.857
APTV,S1,bull_high_vol,9,55.56,21.38,2.376,4.024,5.67,12.1,12.072
APTV,S1,bear_high_vol,8,50.0,12.0,1.5,1.66,16.1,10.0,4.694
APTV,S1,neutral_mid_vol,1,0.0,-1.93,-1.93,0.0,1.93,5.0,0.0
APTV,S1,neutral_high_vol,5,20.0,-14.77,-2.954,0.07,14.06,6.8,0.156
APTV,S1,bear_mid_vol,1,100.0,12.64,12.64,inf,0.0,20.0,inf
APTV,S2,bull_low_vol,30,53.33,26.88,0.896,1.625,12.34,6.0,8.902
APTV,S2,bull_mid_vol,27,55.56,1.82,0.067,1.048,9.39,5.7,5.444
APTV,S2,neutral_mid_vol,5,60.0,-1.09,-0.218,0.905,10.81,5.2,2.023
APTV,S2,bull_high_vol,13,53.85,6.93,0.533,1.458,9.42,4.6,5.257
APTV,S2,neutral_high_vol,7,28.57,-41.19,-5.884,0.235,38.9,7.6,0.622
APTV,S2,bear_high_vol,17,58.82,14.72,0.866,1.347,24.26,7.3,5.552
AR,S1,bull_low_vol,16,37.5,-28.22,-1.764,0.438,40.38,6.3,1.752
AR,S1,bull_mid_vol,22,36.36,-29.86,-1.357,0.553,37.33,6.4,2.595
AR,S1,neutral_high_vol,4,50.0,17.24,4.31,3.365,5.92,10.8,6.73
AR,S1,bear_high_vol,4,50.0,17.58,4.395,2.839,6.81,10.5,5.678
AR,S1,neutral_low_vol,1,100.0,1.01,1.01,inf,0.0,8.0,inf
AR,S1,bull_high_vol,3,33.33,-7.0,-2.333,0.214,8.81,7.3,0.371
AR,S1,neutral_mid_vol,2,0.0,-7.05,-3.525,0.0,6.94,6.0,0.0
AR,S2,bull_low_vol,44,38.64,-51.79,-1.177,0.621,53.75,7.3,4.119
AR,S2,bull_mid_vol,26,53.85,-41.42,-1.593,0.649,53.09,8.1,3.31
AR,S2,bull_high_vol,18,55.56,18.3,1.017,1.307,23.81,5.6,5.544
AR,S2,neutral_high_vol,9,33.33,-50.71,-5.634,0.268,52.15,6.8,0.803
AR,S2,bear_high_vol,10,90.0,155.24,15.524,54.347,2.91,8.6,171.861
AR,S2,neutral_mid_vol,5,40.0,7.55,1.51,1.807,6.46,7.2,4.04
AR,S2,bear_mid_vol,3,66.67,0.36,0.12,1.113,3.19,3.3,1.928
ARE,S1,bear_mid_vol,2,50.0,2.84,1.42,1.719,3.95,10.5,2.431
ARE,S1,bull_low_vol,47,38.3,44.27,0.942,1.951,14.95,8.4,13.378
ARE,S1,bull_high_vol,13,30.77,1.02,0.078,1.059,10.04,9.8,3.817
ARE,S1,neutral_mid_vol,6,50.0,-2.64,-0.44,0.681,5.41,10.7,1.668
ARE,S1,neutral_low_vol,2,0.0,-6.22,-3.11,0.0,6.16,4.0,0.0
ARE,S1,bear_high_vol,6,83.33,32.97,5.495,15.09,2.34,17.3,36.962
ARE,S1,bull_mid_vol,13,38.46,-2.23,-0.172,0.843,10.35,6.8,3.039
ARE,S1,neutral_high_vol,2,0.0,-6.64,-3.32,0.0,6.54,5.5,0.0
ARE,S2,bear_high_vol,20,45.0,-30.83,-1.541,0.532,29.56,7.6,2.38
ARE,S2,neutral_mid_vol,4,75.0,14.36,3.59,9.067,1.78,4.8,18.135
ARE,S2,neutral_low_vol,3,66.67,-0.59,-0.197,0.944,10.57,5.3,1.635
ARE,S2,bull_low_vol,41,63.41,-4.96,-0.121,0.908,22.91,6.4,5.816
ARE,S2,bear_mid_vol,1,100.0,1.34,1.34,inf,0.0,4.0,inf
ARE,S2,neutral_high_vol,12,33.33,-19.54,-1.628,0.533,25.73,5.7,1.846
ARE,S2,bull_mid_vol,27,62.96,25.59,0.948,1.714,15.34,7.5,8.905
ARE,S2,bull_high_vol,12,50.0,6.86,0.572,1.383,9.35,4.2,4.792
ARES,S1,bull_low_vol,30,36.67,0.2,0.007,1.004,15.4,7.3,5.501
ARES,S1,bull_mid_vol,21,38.1,7.52,0.358,1.229,16.25,8.6,5.632
ARES,S1,bull_high_vol,10,40.0,2.01,0.201,1.143,12.12,7.8,3.615
ARES,S1,bear_high_vol,7,71.43,21.55,3.079,2.658,9.49,12.7,7.032
ARES,S1,neutral_high_vol,3,0.0,-5.86,-1.953,0.0,5.79,6.7,0.0
ARES,S1,neutral_mid_vol,1,100.0,1.25,1.25,inf,0.0,9.0,inf
ARES,S1,bear_mid_vol,1,100.0,9.08,9.08,inf,0.0,22.0,inf
ARES,S2,bull_low_vol,17,47.06,-4.07,-0.239,0.925,29.75,6.3,3.815
ARES,S2,neutral_mid_vol,6,83.33,29.35,4.892,21.103,1.46,6.0,51.691
ARES,S2,bull_high_vol,8,62.5,9.43,1.179,1.959,7.43,5.1,5.542
ARES,S2,bull_mid_vol,19,47.37,6.64,0.349,1.202,18.34,5.8,5.24
ARES,S2,neutral_high_vol,9,66.67,10.77,1.197,1.272,36.03,6.6,3.815
ARES,S2,bear_high_vol,15,53.33,13.79,0.919,1.657,8.38,4.3,6.419
ARES,S2,bear_mid_vol,2,50.0,3.56,1.78,2.771,2.01,3.5,3.919
ARMK,S1,bull_mid_vol,16,31.25,-9.82,-0.614,0.656,14.63,7.5,2.622
ARMK,S1,bull_low_vol,18,38.89,-7.5,-0.417,0.651,12.93,8.7,2.761
ARMK,S1,bull_high_vol,15,46.67,-7.22,-0.481,0.671,15.64,6.7,2.598
ARMK,S1,neutral_mid_vol,3,66.67,-1.11,-0.37,0.504,2.24,6.3,0.874
ARMK,S1,bear_high_vol,6,66.67,17.52,2.92,4.209,5.46,12.2,10.309
ARMK,S1,neutral_low_vol,2,50.0,3.39,1.695,15.125,0.24,10.5,21.39
ARMK,S1,neutral_high_vol,3,0.0,-21.01,-7.003,0.0,20.49,2.7,0.0
ARMK,S1,bear_mid_vol,1,100.0,1.18,1.18,inf,0.0,11.0,inf
ARMK,S2,bull_low_vol,24,50.0,3.59,0.15,1.121,12.69,6.4,5.492
ARMK,S2,bull_high_vol,16,50.0,-22.58,-1.411,0.579,43.18,6.6,2.317
ARMK,S2,bull_mid_vol,22,63.64,10.98,0.499,1.327,14.07,6.0,6.225
ARMK,S2,bear_high_vol,8,75.0,22.57,2.821,4.165,7.03,5.9,11.782
ARMK,S2,neutral_mid_vol,4,50.0,0.93,0.233,1.206,3.21,14.2,2.412
ARMK,S2,neutral_high_vol,8,37.5,-9.78,-1.223,0.083,9.46,4.9,0.236
ARMK,S2,bear_mid_vol,1,100.0,0.91,0.91,inf,0.0,4.0,inf
ARW,S1,bear_high_vol,12,41.67,-1.09,-0.091,0.962,14.15,9.9,3.333
ARW,S1,bear_mid_vol,2,50.0,5.9,2.95,1.76,7.76,11.5,2.489
ARW,S1,bull_low_vol,44,36.36,19.58,0.445,1.425,18.82,8.1,9.45
ARW,S1,neutral_mid_vol,4,0.0,-10.95,-2.737,0.0,10.58,6.5,0.0
ARW,S1,neutral_low_vol,3,66.67,-1.27,-0.423,0.65,3.63,6.0,1.126
ARW,S1,bull_mid_vol,16,56.25,8.42,0.526,1.501,13.26,9.5,6.006
ARW,S1,bull_high_vol,13,46.15,17.63,1.356,1.954,7.51,10.8,7.045
ARW,S1,neutral_high_vol,2,0.0,-5.72,-2.86,0.0,5.64,7.0,0.0
ARW,S2,bear_high_vol,14,57.14,20.52,1.466,1.811,11.39,5.5,6.778
ARW,S2,bear_mid_vol,4,50.0,-6.18,-1.545,0.498,7.9,7.5,0.996
ARW,S2,neutral_low_vol,2,100.0,12.34,6.17,inf,0.0,4.5,inf
ARW,S2,bull_low_vol,49,59.18,23.0,0.469,1.334,14.99,5.9,9.336
ARW,S2,neutral_mid_vol,7,42.86,-2.0,-0.286,0.772,6.3,7.3,2.043
ARW,S2,neutral_high_vol,11,63.64,22.0,2.0,3.311,6.07,5.5,10.981
ARW,S2,bear_low_vol,2,50.0,3.05,1.525,4.112,0.98,2.0,5.816
ARW,S2,bull_mid_vol,26,53.85,17.93,0.69,1.509,15.96,7.5,7.692
ARW,S2,bull_high_vol,14,64.29,24.1,1.721,2.391,6.94,3.9,8.945
ASH,S1,bear_high_vol,10,60.0,186.86,18.686,10.287,18.68,9.4,32.531
ASH,S1,bear_mid_vol,2,0.0,-9.68,-4.84,0.0,9.45,4.5,0.0
ASH,S1,bull_low_vol,49,32.65,-24.86,-0.507,0.657,39.91,7.3,4.599
ASH,S1,neutral_mid_vol,3,33.33,0.02,0.007,1.002,5.54,13.0,1.736
ASH,S1,neutral_low_vol,2,0.0,-1.67,-0.835,0.0,1.67,9.0,0.0
ASH,S1,neutral_high_vol,3,0.0,-5.84,-1.947,0.0,5.73,7.3,0.0
ASH,S1,bull_mid_vol,15,26.67,-13.81,-0.921,0.223,14.87,7.3,0.865
ASH,S1,bull_high_vol,11,27.27,-11.19,-1.017,0.53,15.87,8.9,1.759
ASH,S2,bear_high_vol,16,62.5,37.01,2.313,2.503,18.11,7.9,10.011
ASH,S2,bull_low_vol,37,64.86,76.98,2.081,3.515,8.18,7.0,21.38
ASH,S2,neutral_high_vol,8,50.0,-22.63,-2.829,0.444,37.67,8.1,1.255
ASH,S2,bear_mid_vol,3,100.0,15.4,5.133,inf,0.0,6.0,inf
ASH,S2,neutral_mid_vol,7,42.86,-6.36,-0.909,0.606,14.95,3.6,1.603
ASH,S2,bull_mid_vol,26,61.54,6.76,0.26,1.235,14.81,6.1,6.297
ASH,S2,bull_high_vol,10,60.0,23.19,2.319,5.903,3.45,5.9,18.666
ATI,S1,bear_high_vol,9,55.56,112.21,12.468,6.315,9.62,14.6,18.946
ATI,S1,bear_mid_vol,3,33.33,6.56,2.187,2.336,4.86,11.3,4.046
ATI,S1,bull_low_vol,39,41.03,-9.39,-0.241,0.911,39.82,7.9,5.69
ATI,S1,neutral_mid_vol,1,0.0,-8.14,-8.14,0.0,8.14,2.0,0.0
ATI,S1,neutral_high_vol,3,33.33,-11.87,-3.957,0.084,12.7,4.7,0.146
ATI,S1,bull_high_vol,12,41.67,20.28,1.69,1.817,11.44,8.6,6.296
ATI,S1,bull_mid_vol,16,37.5,-16.03,-1.002,0.654,31.98,8.4,2.617
ATI,S2,bear_high_vol,16,62.5,49.52,3.095,2.94,8.76,6.4,11.759
ATI,S2,neutral_low_vol,1,100.0,14.54,14.54,inf,0.0,6.0,inf
ATI,S2,bull_low_vol,60,50.0,51.96,0.866,1.454,29.21,6.1,11.264
ATI,S2,bear_mid_vol,4,75.0,13.28,3.32,2.419,9.36,5.2,4.838
ATI,S2,neutral_mid_vol,10,30.0,-30.48,-3.048,0.298,31.99,4.8,0.942
ATI,S2,bull_mid_vol,33,51.52,46.25,1.402,1.96,11.56,5.8,11.26
ATI,S2,bull_high_vol,9,66.67,42.94,4.771,8.923,3.51,5.4,26.768
ATI,S2,neutral_high_vol,7,28.57,-42.3,-6.043,0.385,46.25,11.3,1.02
ATO,S1,bear_high_vol,10,30.0,3.17,0.317,1.32,5.68,9.4,4.174
ATO,S1,bear_mid_vol,2,50.0,-1.28,-0.64,0.135,1.48,6.0,0.191
ATO,S1,bull_low_vol,51,41.18,9.43,0.185,1.255,9.81,8.2,8.966
ATO,S1,bull_high_vol,12,50.0,14.79,1.233,2.746,2.49,10.2,9.513
ATO,S1,neutral_mid_vol,3,33.33,-1.1,-0.367,0.73,4.04,10.7,1.265
ATO,S1,bull_mid_vol,19,36.84,-7.49,-0.394,0.717,21.22,6.6,3.125
ATO,S1,neutral_high_vol,7,28.57,-14.6,-2.086,0.145,13.96,6.0,0.383
ATO,S2,bear_high_vol,15,46.67,5.67,0.378,1.354,6.65,6.2,5.243
ATO,S2,bear_mid_vol,4,75.0,7.46,1.865,3.339,3.19,3.0,6.677
ATO,S2,bull_low_vol,38,57.89,12.1,0.318,1.456,8.62,6.3,8.977
ATO,S2,neutral_high_vol,4,75.0,26.19,6.548,3.452,10.68,4.8,6.904
ATO,S2,neutral_mid_vol,3,33.33,1.86,0.62,1.756,2.44,2.0,3.042
ATO,S2,neutral_low_vol,2,100.0,3.06,1.53,inf,0.0,4.5,inf
ATO,S2,bull_high_vol,2,100.0,8.29,4.145,inf,0.0,5.5,inf
ATO,S2,bull_mid_vol,24,62.5,18.95,0.79,2.209,9.45,6.9,10.82
ATR,S1,bear_high_vol,7,42.86,5.17,0.739,1.687,4.13,8.6,4.465
ATR,S1,bear_mid_vol,4,0.0,-4.21,-1.052,0.0,4.16,5.8,0.0
ATR,S1,bull_low_vol,42,38.1,-7.76,-0.185,0.817,18.34,8.7,5.294
ATR,S1,neutral_mid_vol,2,50.0,0.0,0.0,1.0,3.56,17.5,1.414
ATR,S1,neutral_low_vol,2,0.0,-1.33,-0.665,0.0,1.33,6.5,0.0
ATR,S1,bull_mid_vol,19,26.32,-22.41,-1.179,0.263,21.65,8.0,1.146
ATR,S1,bull_high_vol,7,42.86,0.86,0.123,1.188,3.5,10.4,3.144
ATR,S1,neutral_high_vol,5,80.0,0.19,0.038,1.036,5.33,9.8,2.316
ATR,S2,bear_high_vol,15,60.0,18.79,1.253,2.237,7.53,4.9,8.664
ATR,S2,bull_low_vol,34,64.71,26.48,0.779,2.112,10.25,6.8,12.313
ATR,S2,neutral_mid_vol,4,75.0,12.23,3.058,11.453,1.17,5.0,22.906
ATR,S2,neutral_high_vol,9,66.67,8.93,0.992,1.465,17.97,6.2,4.396
ATR,S2,bear_mid_vol,2,50.0,0.97,0.485,6.105,0.19,2.0,8.634
ATR,S2,bear_low_vol,1,100.0,2.24,2.24,inf,0.0,3.0,inf
ATR,S2,bull_mid_vol,23,56.52,7.44,0.323,1.372,7.96,6.8,6.578
ATR,S2,bull_high_vol,11,81.82,22.73,2.066,6.599,2.05,5.8,21.885
AU,S1,bear_high_vol,15,40.0,2.09,0.139,1.045,17.55,7.7,4.048
AU,S1,bear_mid_vol,3,33.33,-4.61,-1.537,0.548,10.01,7.7,0.948
AU,S1,bull_low_vol,31,22.58,-35.46,-1.144,0.597,39.84,6.5,3.322
AU,S1,bull_high_vol,10,40.0,41.11,4.111,3.219,15.56,10.3,10.178
AU,S1,neutral_mid_vol,5,0.0,-26.13,-5.226,0.0,23.66,6.0,0.0
AU,S1,neutral_low_vol,2,0.0,-5.26,-2.63,0.0,5.2,4.0,0.0
AU,S1,neutral_high_vol,2,100.0,6.36,3.18,inf,0.0,10.0,inf
AU,S1,bull_mid_vol,13,23.08,22.91,1.762,1.755,12.23,9.2,6.327
AU,S2,bear_mid_vol,6,83.33,15.79,2.632,6.408,2.92,4.8,15.695
AU,S2,bull_low_vol,68,54.41,31.41,0.462,1.177,48.62,7.0,9.705
AU,S2,bear_high_vol,18,44.44,-13.22,-0.734,0.682,29.91,4.0,2.893
AU,S2,bull_mid_vol,39,51.28,7.8,0.2,1.055,41.23,7.7,6.588
AU,S2,neutral_mid_vol,7,57.14,-3.35,-0.479,0.858,22.09,7.1,2.271
AU,S2,bull_high_vol,13,61.54,28.49,2.192,2.013,19.41,7.2,7.257
AU,S2,neutral_high_vol,1,100.0,46.26,46.26,inf,0.0,7.0,inf
AVB,S1,bear_mid_vol,4,0.0,-21.87,-5.467,0.0,20.41,3.2,0.0
AVB,S1,bull_low_vol,52,28.85,-18.57,-0.357,0.748,37.43,6.4,5.396
AVB,S1,bull_high_vol,12,58.33,0.54,0.045,1.044,7.67,9.2,3.615
AVB,S1,neutral_mid_vol,7,28.57,-1.05,-0.15,0.897,8.22,9.9,2.374
AVB,S1,bear_low_vol,1,100.0,0.6,0.6,inf,0.0,2.0,inf
AVB,S1,neutral_low_vol,3,0.0,-3.53,-1.177,0.0,3.5,5.3,0.0
AVB,S1,bear_high_vol,5,80.0,11.81,2.362,4.394,3.48,13.8,9.825
AVB,S1,bull_mid_vol,27,14.81,-30.09,-1.114,0.164,26.56,6.1,0.853
AVB,S1,neutral_high_vol,4,25.0,-8.76,-2.19,0.068,8.55,5.8,0.136
AVB,S2,bear_high_vol,19,47.37,8.06,0.424,1.214,15.99,6.6,5.293
AVB,S2,neutral_mid_vol,6,50.0,-1.56,-0.26,0.769,4.51,4.0,1.884
AVB,S2,neutral_low_vol,3,66.67,0.55,0.183,1.105,5.23,2.7,1.914
AVB,S2,bull_low_vol,46,56.52,18.87,0.41,1.449,11.71,6.8,9.83
AVB,S2,bear_mid_vol,3,100.0,5.96,1.987,inf,0.0,4.3,inf
AVB,S2,neutral_high_vol,10,50.0,13.81,1.381,1.455,24.05,6.3,4.6
AVB,S2,bull_mid_vol,25,68.0,29.95,1.198,2.853,7.79,6.2,14.267
AVB,S2,bull_high_vol,11,63.64,12.15,1.105,2.733,4.0,5.2,9.065
AVGO,S1,bull_low_vol,56,33.93,-21.38,-0.382,0.806,35.45,7.7,6.035
AVGO,S1,bull_high_vol,10,60.0,26.99,2.699,2.996,8.18,9.8,9.475
AVGO,S1,neutral_low_vol,1,0.0,-0.4,-0.4,0.0,0.4,10.0,0.0
AVGO,S1,bear_high_vol,10,50.0,20.03,2.003,1.978,13.79,9.7,6.254
AVGO,S1,neutral_mid_vol,3,100.0,23.16,7.72,inf,0.0,17.3,inf
AVGO,S1,bull_mid_vol,26,30.77,-8.86,-0.341,0.834,27.4,6.9,4.251
AVGO,S1,neutral_high_vol,3,66.67,0.75,0.25,1.197,3.8,7.7,2.074
AVGO,S1,bear_mid_vol,1,0.0,-1.95,-1.95,0.0,1.95,3.0,0.0
AVGO,S2,bull_low_vol,33,69.7,79.38,2.405,3.786,9.02,5.5,21.75
AVGO,S2,bull_mid_vol,16,68.75,6.15,0.384,1.139,19.25,5.1,4.556
AVGO,S2,neutral_low_vol,1,100.0,10.2,10.2,inf,0.0,5.0,inf
AVGO,S2,neutral_mid_vol,2,50.0,14.47,7.235,5.955,2.92,3.0,8.422
AVGO,S2,neutral_high_vol,13,46.15,37.94,2.918,1.927,24.51,4.4,6.949
AVGO,S2,bear_high_vol,15,53.33,11.56,0.771,1.689,10.13,5.0,6.54
AVGO,S2,bear_mid_vol,1,100.0,4.45,4.45,inf,0.0,10.0,inf
AVGO,S2,bull_high_vol,11,100.0,61.22,5.565,inf,0.0,4.2,inf
AVT,S1,bear_high_vol,10,50.0,-15.21,-1.521,0.451,18.1,8.4,1.428
AVT,S1,bear_mid_vol,2,0.0,-6.33,-3.165,0.0,6.26,3.0,0.0
AVT,S1,bull_low_vol,44,34.09,-12.41,-0.282,0.798,25.47,7.2,5.296
AVT,S1,neutral_low_vol,2,100.0,3.56,1.78,inf,0.0,8.5,inf
AVT,S1,neutral_mid_vol,4,50.0,4.87,1.218,2.733,1.95,9.2,5.466
AVT,S1,bull_mid_vol,11,45.45,16.55,1.505,2.053,7.75,10.1,6.808
AVT,S1,bull_high_vol,11,36.36,13.64,1.24,1.932,7.71,9.8,6.409
AVT,S1,neutral_high_vol,2,50.0,-11.87,-5.935,0.082,12.93,6.5,0.116
AVT,S2,bear_high_vol,12,75.0,40.29,3.357,6.119,3.16,5.7,21.198
AVT,S2,bear_mid_vol,5,40.0,0.31,0.062,1.031,6.51,4.8,2.306
AVT,S2,neutral_low_vol,1,100.0,3.0,3.0,inf,0.0,5.0,inf
AVT,S2,bull_low_vol,58,51.72,-11.17,-0.193,0.882,33.02,5.9,6.718
AVT,S2,bull_mid_vol,30,50.0,-0.14,-0.005,0.997,10.93,4.9,5.459
AVT,S2,neutral_mid_vol,5,40.0,-15.56,-3.112,0.369,16.05,9.6,0.825
AVT,S2,neutral_high_vol,6,83.33,35.53,5.922,8.464,4.76,4.3,20.733
AVT,S2,bear_low_vol,2,50.0,2.05,1.025,1.771,2.66,1.0,2.504
AVT,S2,bull_high_vol,12,50.0,-4.84,-0.403,0.895,37.27,5.4,3.099
AVY,S1,bear_high_vol,9,66.67,42.84,4.76,5.692,5.37,14.4,17.077
AVY,S1,bull_low_vol,44,29.55,-2.33,-0.053,0.959,16.91,8.5,6.364
AVY,S1,neutral_mid_vol,3,33.33,-3.44,-1.147,0.539,7.33,9.3,0.933
AVY,S1,neutral_low_vol,3,33.33,1.09,0.363,1.63,1.72,7.3,2.823
AVY,S1,bear_mid_vol,2,50.0,-0.87,-0.435,0.699,2.89,8.0,0.988
AVY,S1,bull_mid_vol,16,37.5,1.08,0.068,1.071,11.01,8.1,4.285
AVY,S1,bull_high_vol,12,41.67,10.12,0.843,1.669,10.46,10.2,5.781
AVY,S1,neutral_high_vol,2,0.0,-3.25,-1.625,0.0,3.23,5.5,0.0
AVY,S2,neutral_low_vol,3,66.67,4.49,1.497,1.993,4.52,3.3,3.453
AVY,S2,bull_low_vol,38,52.63,7.78,0.205,1.139,23.54,7.0,7.02
AVY,S2,neutral_mid_vol,4,25.0,0.55,0.137,1.077,4.94,5.8,2.153
AVY,S2,bull_high_vol,9,33.33,-17.63,-1.959,0.297,17.75,5.1,0.892
AVY,S2,neutral_high_vol,11,63.64,20.75,1.886,2.672,6.48,3.4,8.862
AVY,S2,bear_mid_vol,1,100.0,2.29,2.29,inf,0.0,2.0,inf
AVY,S2,bear_low_vol,2,50.0,1.3,0.65,1.228,5.71,4.0,1.736
AVY,S2,bear_high_vol,15,80.0,42.44,2.829,6.077,3.18,4.8,23.534
AVY,S2,bull_mid_vol,25,60.0,27.72,1.109,2.772,6.03,7.4,13.862
